age,weight,gender,edu_level,study_hours,sleep_hours,overwhelmed_freq,motivation_level,mental_exhaustion,concentration_diff,exam_anxiety,schedule_balance,procrastination,symptom_score,burnout_risk
19,103.3,0,4,3.1,5.0,4,4,2,3,5,1,1,3,Medium
19,109.7,0,3,6.7,6.4,4,3,3,2,1,3,3,5,Medium
19,68.5,0,1,4.3,6.0,5,4,3,2,2,1,3,5,Medium
24,85.4,0,1,6.3,7.5,5,1,2,5,3,1,4,4,Medium
24,108.0,0,4,5.3,5.8,4,4,4,2,3,4,2,6,Medium
17,119.2,0,2,3.9,5.8,5,1,5,1,4,4,4,5,Medium
15,111.7,1,2,9.5,9.1,3,2,4,3,3,2,1,4,Medium
19,72.9,0,3,6.0,5.0,2,2,3,4,5,4,2,3,Medium
28,59.6,1,2,4.6,3.7,2,4,3,4,4,4,2,3,Medium
23,81.7,0,2,13.5,7.1,5,2,3,2,2,4,3,4,Medium
28,100.6,0,4,5.2,6.7,5,2,3,4,1,2,4,5,Medium
15,81.9,0,2,4.9,9.2,3,2,2,5,3,2,2,4,Medium
17,81.2,0,1,4.2,8.6,1,3,5,2,5,3,3,5,Medium
27,107.9,1,1,5.4,5.6,3,4,3,3,2,3,3,4,Medium
27,72.1,1,1,4.5,4.1,2,5,4,2,2,1,4,4,Medium
18,109.5,0,3,8.1,4.0,3,5,2,5,4,2,3,3,Medium
28,75.5,1,2,4.0,7.4,2,4,3,1,4,2,2,4,Medium
15,69.6,1,1,2.8,4.7,1,3,4,3,5,2,2,3,Medium
15,79.0,1,4,8.5,5.1,5,1,4,4,5,2,3,6,Medium
22,102.2,1,1,10.5,5.3,2,5,2,2,3,1,2,3,Medium
30,54.5,1,1,8.4,7.2,5,3,4,2,2,2,5,5,Medium
16,59.7,1,1,8.3,3.1,3,3,4,3,2,2,3,4,Medium
26,116.4,1,1,4.8,6.2,2,3,3,5,3,2,2,4,Medium
29,58.2,0,2,5.9,3.4,4,2,4,3,4,3,2,6,Medium
22,87.6,0,4,4.0,5.9,3,1,2,3,3,1,2,3,Medium
21,88.4,1,3,3.0,6.1,3,4,2,2,4,3,4,4,Medium
24,81.7,1,2,6.2,3.0,3,5,4,3,1,1,2,4,Medium
24,93.4,1,2,2.8,7.1,2,4,3,4,4,3,3,4,Medium
16,62.2,1,2,4.6,6.3,1,3,3,2,2,1,4,3,Medium
20,86.4,0,1,1.8,5.3,3,3,3,4,4,2,3,4,Medium
20,72.9,1,1,5.5,6.3,4,3,4,2,3,3,2,6,Medium
17,94.6,1,4,11.5,6.7,2,3,4,1,4,1,5,4,Medium
25,55.6,0,1,5.0,6.1,3,3,4,4,3,1,2,5,Medium
16,87.8,1,1,7.9,7.0,5,3,4,5,3,4,3,5,Medium
26,58.9,1,2,9.8,4.0,3,5,3,2,4,1,4,5,Medium
15,65.9,0,2,5.8,6.9,3,3,3,3,3,3,3,3,Medium
20,61.4,1,1,7.2,6.5,3,3,2,5,3,4,2,4,Medium
26,58.7,0,1,11.7,8.8,2,4,3,3,4,3,3,3,Medium
19,106.9,1,2,5.5,7.4,2,4,3,1,3,3,4,4,Low
28,66.4,0,2,10.3,4.5,2,4,5,3,1,2,3,6,High
28,114.5,1,1,12.0,4.6,4,2,2,5,3,2,4,5,Medium
25,117.7,1,2,4.7,5.9,4,2,5,2,1,2,3,6,Medium
23,87.8,0,2,11.0,3.8,4,2,3,3,3,1,3,4,Medium
15,55.7,1,3,6.5,7.9,3,4,3,2,4,4,3,4,Medium
30,73.1,2,2,6.5,6.4,5,4,4,3,3,3,4,6,Medium
29,104.8,0,1,5.8,7.3,4,1,2,3,5,1,5,4,Medium
29,72.6,0,2,8.7,4.8,3,3,2,3,5,4,4,4,Medium
21,51.5,2,3,7.0,5.4,1,5,2,2,4,4,2,2,Medium
29,86.8,2,1,4.3,3.0,2,3,3,4,1,3,5,4,Medium
19,108.4,0,2,4.6,7.3,1,3,2,4,4,5,2,3,Medium
19,104.7,0,1,12.3,6.3,4,4,5,4,2,3,5,5,Medium
28,58.1,0,1,7.2,6.3,3,1,3,3,4,5,3,3,Medium
16,95.5,2,2,8.7,5.9,2,3,1,2,4,3,2,3,Medium
25,61.5,0,2,8.7,7.9,4,4,3,5,4,3,4,4,Medium
17,61.4,1,3,7.7,7.1,2,2,4,3,4,2,3,5,Medium
21,110.6,1,2,3.8,6.6,2,4,5,3,5,1,4,6,Medium
20,63.7,0,2,3.2,3.0,2,3,3,1,4,1,4,3,Medium
30,64.7,1,2,10.9,8.3,4,2,3,2,2,3,2,5,Medium
26,45.0,0,2,3.7,6.1,5,3,3,2,4,2,3,5,Medium
16,110.3,1,1,4.1,7.6,3,2,4,4,3,1,4,4,Medium
20,104.4,0,3,4.1,5.7,5,2,2,3,5,2,4,5,Medium
16,92.0,1,4,5.2,3.6,3,3,3,3,5,3,5,5,Medium
16,101.3,1,1,13.1,8.2,4,3,3,1,4,4,4,5,Medium
16,56.4,0,1,4.2,7.1,3,3,3,5,2,2,3,4,Medium
28,79.4,0,1,12.3,5.3,3,3,3,2,3,3,4,4,Medium
29,71.3,0,2,9.2,5.0,4,3,2,3,5,5,3,4,Medium
25,52.0,0,2,6.0,8.6,4,4,4,2,5,4,4,5,Medium
17,81.5,1,3,3.7,3.4,2,2,3,3,3,2,4,3,Medium
29,114.1,1,3,3.4,3.2,3,3,3,2,3,3,2,3,Medium
16,48.0,1,2,6.4,4.4,5,1,2,3,2,3,4,4,Medium
18,66.9,1,2,10.9,7.8,4,3,4,2,2,3,5,5,Medium
23,60.6,1,2,10.5,6.6,4,3,2,3,3,3,4,3,Medium
20,62.9,1,2,5.3,6.8,5,4,5,3,4,3,1,6,Medium
15,113.1,0,2,6.0,4.7,3,3,2,4,1,4,3,2,Medium
22,80.1,0,2,4.3,6.1,3,4,4,4,4,1,2,5,Medium
29,80.0,0,2,5.6,7.3,4,3,1,3,5,1,3,4,Medium
26,102.0,1,2,4.5,4.9,5,2,1,3,4,3,4,4,Medium
28,56.6,0,2,4.0,7.5,1,2,3,2,5,3,3,3,Medium
21,81.5,0,3,11.5,4.6,2,3,1,5,4,4,5,3,Medium
24,77.2,0,2,6.1,7.6,2,2,4,3,4,4,1,5,Medium
17,89.8,1,2,4.7,3.1,3,3,3,3,4,1,3,5,Medium
15,120.0,0,2,6.2,5.0,2,2,5,2,5,2,4,4,Medium
19,102.7,0,2,8.8,7.3,4,3,3,2,4,3,2,4,Medium
27,74.8,0,1,6.4,4.2,4,3,4,5,3,1,2,5,Medium
18,107.1,0,1,5.3,6.5,4,3,3,4,4,2,4,5,Medium
24,57.8,1,2,3.0,6.8,4,3,2,3,4,1,5,4,Medium
22,47.3,0,2,4.6,8.2,4,3,3,2,3,2,5,5,Medium
15,60.3,0,4,4.9,4.6,3,3,2,4,4,2,3,3,Medium
24,70.5,1,2,4.7,6.3,3,4,4,2,3,3,5,4,Medium
15,83.3,0,2,6.8,4.9,3,5,3,3,4,4,3,4,Medium
26,91.1,0,1,13.6,6.3,2,2,3,5,4,3,5,3,Medium
18,113.3,1,1,4.6,8.1,4,3,5,2,2,5,3,5,Medium
22,83.2,0,3,5.0,5.4,3,1,3,4,2,4,2,4,Medium
19,82.6,0,1,4.8,8.5,1,3,4,3,2,4,5,4,Medium
16,48.8,0,2,4.5,7.9,4,2,3,4,3,3,5,5,Medium
20,47.6,1,2,1.0,4.7,3,3,5,3,5,2,3,4,Medium
19,86.3,1,2,3.9,6.2,1,3,4,2,3,4,5,3,Medium
16,77.9,1,3,5.7,5.8,2,2,3,3,4,2,3,4,Medium
27,107.9,1,2,5.6,4.3,2,1,5,2,4,3,5,6,Medium
28,57.1,0,2,8.4,7.9,4,5,2,1,3,2,2,5,Medium
25,46.9,0,3,6.0,3.0,4,4,3,2,3,3,3,4,Medium
25,78.7,1,3,4.5,7.6,4,3,4,3,4,4,2,4,Medium
30,62.8,1,1,8.7,8.2,4,2,2,2,4,4,2,4,Medium
25,48.7,0,1,4.1,8.2,3,3,4,3,3,2,3,4,Medium
17,99.3,1,1,3.7,3.0,5,3,3,2,3,3,3,4,Medium
29,53.4,0,2,4.3,6.2,4,4,5,3,3,3,2,6,Medium
23,90.6,0,4,2.4,9.7,4,4,5,5,4,4,5,5,Medium
21,66.1,0,2,10.4,5.2,4,4,3,4,5,1,5,4,Medium
21,58.0,0,2,2.8,7.7,3,1,2,4,4,3,4,4,Medium
30,73.5,1,3,3.5,7.1,3,3,3,5,2,2,1,4,Medium
29,105.1,1,2,4.0,5.0,1,4,3,3,2,2,4,3,Medium
25,74.4,0,2,3.6,6.7,3,2,4,3,4,2,4,5,Medium
20,101.3,0,4,7.7,4.1,5,4,4,2,3,3,2,5,Medium
30,54.4,1,3,10.1,3.0,3,5,4,5,2,1,4,5,High
22,103.0,0,3,9.0,6.2,3,4,4,5,4,3,3,4,Medium
18,62.8,1,2,5.1,8.3,4,4,4,4,1,1,3,4,Medium
22,95.8,0,3,6.6,3.4,4,2,3,5,4,2,2,4,Medium
18,87.4,1,1,4.1,3.0,2,3,4,1,1,2,5,3,Medium
22,114.7,0,2,7.6,5.4,3,1,3,5,4,2,5,4,Medium
23,74.0,0,4,3.5,7.2,2,2,3,3,3,4,3,3,Medium
17,50.0,0,2,4.5,6.7,4,2,5,5,4,4,5,6,Medium
30,46.4,0,3,3.3,3.9,2,3,5,5,3,5,5,4,Medium
17,107.0,0,2,7.8,8.1,4,2,5,4,5,3,4,5,Medium
25,84.4,1,1,12.3,7.9,3,3,2,3,1,4,3,4,Medium
27,103.1,0,3,8.0,8.5,2,4,4,3,4,4,4,4,Medium
30,62.6,0,1,3.9,6.6,3,2,5,1,2,2,2,5,Medium
16,70.9,1,2,7.5,4.6,4,3,5,4,4,4,4,5,Medium
27,47.3,1,1,5.3,4.5,2,2,2,1,4,1,4,2,Medium
24,117.1,2,4,6.5,3.0,3,3,3,3,2,3,2,4,Medium
17,95.1,1,2,2.6,4.0,3,4,3,5,4,5,2,4,Medium
17,115.0,1,1,4.3,7.7,5,4,5,4,4,3,2,7,Medium
19,64.9,1,1,11.0,9.0,1,4,1,1,3,2,4,3,Medium
19,90.9,1,4,4.3,5.2,4,3,2,1,4,2,3,3,Medium
16,95.9,1,3,3.3,3.5,3,1,5,2,3,4,3,5,Medium
26,68.8,0,3,6.8,8.9,3,2,3,3,4,1,5,3,Medium
24,108.6,0,2,6.4,4.4,2,2,2,4,3,2,4,2,Medium
27,116.0,0,2,5.5,4.6,3,3,5,4,4,4,3,5,Medium
20,111.4,1,1,4.5,6.4,4,1,2,2,4,3,2,3,Medium
19,100.4,1,2,4.4,6.4,3,3,5,4,3,4,4,5,Medium
20,65.8,1,1,3.3,10.0,5,3,2,4,5,4,2,3,Medium
15,66.1,0,4,7.9,9.1,4,1,2,4,4,2,5,5,Medium
19,117.3,1,3,5.5,8.4,4,2,4,5,3,3,4,5,Medium
23,45.8,1,2,4.3,3.7,3,4,2,4,4,1,4,4,Medium
26,98.7,0,1,11.8,4.8,5,4,4,4,3,1,2,6,High
24,98.0,1,3,6.6,4.8,5,2,5,5,5,2,4,6,Medium
28,91.7,0,1,6.2,8.4,2,2,3,4,3,3,5,3,Medium
16,119.3,1,1,6.2,6.8,2,1,5,2,4,2,3,4,Medium
15,68.4,1,1,9.8,8.9,4,5,4,4,2,3,5,5,Low
28,70.5,1,2,12.4,5.9,4,3,5,3,1,3,3,5,Medium
24,50.9,1,3,3.8,6.5,3,5,1,2,4,1,3,3,Medium
27,78.2,1,2,12.7,3.0,2,3,4,2,3,2,5,5,High
25,64.6,1,1,5.7,7.2,3,3,4,4,3,4,3,4,Medium
23,70.8,0,2,1.0,5.4,5,4,3,4,1,3,4,5,Medium
24,107.6,1,3,5.3,3.8,3,5,5,4,5,2,3,4,Medium
23,115.2,0,1,2.3,6.9,2,4,3,4,3,3,4,4,Medium
29,58.9,0,1,9.7,5.1,3,3,1,3,5,5,4,2,Medium
23,72.9,1,4,7.7,6.0,4,3,4,3,2,2,2,5,Medium
20,114.6,1,4,5.4,9.8,3,2,2,4,3,4,3,3,Medium
29,49.6,0,4,3.7,5.9,5,2,3,2,4,3,4,5,Medium
22,51.9,0,3,8.5,4.4,4,3,5,1,3,2,4,5,Medium
28,57.2,0,1,12.5,9.9,3,5,4,2,3,1,5,5,Medium
25,89.6,0,1,4.7,8.3,3,2,3,4,2,5,4,4,Medium
29,56.3,0,2,3.4,5.7,1,4,3,2,4,4,5,3,Medium
30,117.6,1,2,4.5,7.3,5,3,5,5,2,2,4,5,Medium
27,78.5,0,4,6.3,8.2,3,4,2,4,2,4,5,4,Low
15,82.6,1,3,6.2,3.6,3,4,4,3,3,3,5,4,Medium
24,63.5,0,3,9.8,4.3,3,4,5,2,3,4,3,4,Medium
18,80.3,2,1,3.3,3.6,4,4,4,4,3,1,5,5,Medium
15,94.6,0,4,5.2,4.5,2,4,3,2,5,2,5,5,Medium
22,101.3,0,3,12.1,3.0,2,4,3,3,3,5,5,3,Medium
15,101.5,0,1,10.7,3.0,3,5,3,2,3,5,5,3,Medium
17,88.3,1,3,6.0,6.9,3,5,3,3,3,2,3,4,Medium
27,112.8,1,2,4.3,8.3,4,3,4,4,2,2,4,5,Medium
18,106.3,0,1,6.4,5.6,3,2,4,2,3,4,3,5,Medium
29,101.8,0,2,11.7,5.0,5,3,5,1,4,3,5,6,Medium
29,49.2,0,2,3.6,7.4,4,1,1,2,4,3,3,3,Medium
29,45.5,1,1,9.1,8.9,4,4,1,4,3,1,2,3,Medium
22,60.9,1,2,3.5,5.0,3,2,5,3,4,2,3,5,Medium
20,94.8,0,4,3.6,5.5,5,4,3,3,3,4,3,6,Medium
28,75.8,0,2,2.7,8.4,3,5,4,5,3,1,3,4,Medium
24,75.2,0,3,4.7,5.7,2,1,4,5,5,1,5,3,Medium
26,111.3,0,1,4.9,4.8,4,3,3,4,3,1,4,4,Medium
21,112.2,1,1,10.8,4.9,4,2,5,2,4,3,3,7,High
28,113.2,0,2,7.4,4.5,2,1,4,4,4,2,4,4,Medium
22,68.5,0,1,12.6,7.0,5,3,3,3,2,1,5,4,Medium
16,96.8,0,1,9.9,4.7,4,4,3,2,4,3,4,4,Medium
27,65.4,2,1,6.3,3.0,3,4,3,3,2,1,5,3,Medium
24,59.3,1,2,3.2,3.4,5,3,2,2,4,3,4,4,Medium
28,58.8,0,2,6.1,4.9,4,1,5,2,2,5,3,6,Medium
25,70.7,0,3,1.0,6.4,3,3,4,2,4,2,4,4,Medium
22,77.2,0,1,4.9,6.3,5,1,2,4,3,1,4,5,Medium
17,107.3,1,2,8.5,7.7,4,1,4,3,3,2,5,5,Medium
21,54.0,0,1,4.0,4.3,4,2,5,2,4,3,5,6,Medium
17,100.1,1,2,3.4,6.7,3,4,5,4,3,3,3,6,Medium
29,84.9,1,1,8.0,6.7,3,4,2,3,2,4,4,4,Medium
21,66.6,1,4,4.2,7.6,3,3,2,4,3,2,5,3,Medium
28,82.0,0,3,3.9,7.0,5,2,5,3,5,2,4,6,Medium
25,67.5,1,2,6.1,7.1,1,2,1,1,4,1,4,1,Medium
29,89.7,1,1,5.8,6.1,5,1,4,2,4,3,4,5,Medium
26,77.5,0,2,4.8,5.8,2,5,3,2,3,1,4,4,Medium
27,57.3,0,3,8.5,3.1,3,5,5,4,3,3,4,6,Medium
16,53.7,0,1,9.8,6.2,3,4,2,4,2,2,3,3,Medium
24,86.0,0,2,3.7,4.8,3,4,2,1,3,3,1,4,Medium
20,112.7,0,3,8.8,6.1,4,3,4,3,4,4,3,4,Medium
17,70.8,1,3,11.7,7.6,3,1,4,4,1,2,3,6,Medium
17,100.0,0,3,7.3,3.9,2,2,5,1,5,2,5,5,Medium
29,94.4,1,3,2.5,5.8,3,2,4,2,2,3,4,4,Medium
30,114.9,0,4,7.0,5.5,2,2,4,3,5,2,4,4,Medium
23,106.6,2,2,7.0,3.2,3,2,5,4,2,2,3,5,Medium
21,87.5,0,2,3.8,8.6,2,3,2,4,2,5,3,3,Medium
19,94.3,1,3,5.8,5.1,3,2,2,4,3,1,2,4,Medium
26,112.4,0,2,3.6,7.7,4,5,2,4,3,3,2,5,Low
24,75.0,0,4,2.2,7.2,3,1,1,3,2,3,4,3,Medium
21,69.5,1,1,11.3,6.1,5,4,4,5,3,2,4,5,Medium
23,45.8,0,2,12.0,4.3,5,3,5,2,3,3,5,6,High
15,107.0,1,2,8.6,7.5,3,3,4,1,2,3,4,5,Medium
21,105.1,1,2,7.5,6.7,2,4,4,1,4,4,4,5,Medium
20,52.8,1,1,5.5,5.2,5,3,4,3,5,1,1,6,Medium
24,88.3,1,3,10.2,7.9,4,2,3,3,1,2,5,4,Medium
28,79.8,1,1,5.7,4.5,5,3,5,2,5,4,4,6,Medium
26,53.9,0,3,1.3,6.9,4,3,5,3,4,2,1,6,Medium
23,118.5,1,2,3.3,5.7,3,3,3,4,4,3,4,4,Medium
15,61.1,1,2,10.3,3.0,3,2,5,4,3,4,3,4,High
27,50.0,0,2,3.8,6.5,4,4,5,4,3,3,2,5,Medium
18,89.6,0,2,11.8,6.0,3,1,4,2,4,2,4,5,Medium
23,100.4,1,3,7.4,5.5,5,3,4,2,5,2,3,6,Medium
18,47.4,0,3,7.6,9.2,2,2,4,4,5,4,5,4,Medium
24,94.4,0,3,4.5,7.1,5,3,2,3,1,3,3,4,Medium
17,84.9,0,4,6.7,5.5,1,4,2,4,3,2,4,3,Medium
23,52.7,1,2,7.2,5.6,3,1,4,4,3,3,4,5,Medium
27,57.9,0,4,3.5,3.0,3,5,2,3,5,1,4,3,Medium
16,87.6,1,3,7.2,6.7,1,3,2,5,3,2,4,2,Medium
29,67.2,1,3,3.8,7.6,1,3,1,2,2,3,4,2,Medium
18,115.4,0,1,4.9,7.0,2,1,3,2,3,3,5,4,Medium
29,106.4,1,4,9.1,3.0,3,3,4,1,3,2,5,4,Medium
20,118.8,2,2,6.7,3.5,3,4,4,4,4,2,3,4,Medium
16,64.5,1,3,5.0,8.1,2,3,4,2,5,3,2,5,Medium
29,117.7,1,1,3.9,6.0,5,3,3,5,4,4,3,5,Medium
22,77.3,0,2,1.8,6.4,2,3,4,3,4,1,4,5,Medium
22,71.1,1,2,9.1,3.9,4,1,4,3,5,4,2,5,Medium
15,48.8,0,2,4.2,5.1,2,1,4,2,4,3,3,4,Medium
26,49.0,0,1,4.3,7.5,2,4,3,4,3,3,2,3,Low
17,96.9,0,3,6.8,5.7,3,4,4,3,3,2,5,4,Medium
24,79.3,0,1,5.8,5.4,4,4,1,3,5,3,4,3,Medium
23,62.0,1,2,14.0,8.8,2,2,3,4,4,4,5,3,Medium
19,91.0,0,1,4.6,7.8,4,3,3,3,2,1,3,5,Medium
20,64.0,1,2,3.6,6.8,2,4,5,2,5,5,1,4,Medium
18,88.3,1,2,4.7,6.2,2,1,2,4,2,3,2,2,Medium
24,71.9,1,2,4.2,3.8,4,4,4,4,2,3,2,5,Medium
30,106.8,0,2,7.3,7.9,5,2,3,3,2,1,2,4,Medium
16,106.6,1,2,9.8,4.1,2,2,3,4,4,2,5,3,Medium
25,80.8,0,1,4.7,6.8,4,3,4,4,4,4,3,4,Medium
22,71.3,0,1,9.1,8.0,3,2,3,3,4,3,4,4,Medium
25,72.2,2,1,4.2,6.5,3,1,5,2,3,3,5,5,Medium
27,105.4,0,4,6.2,7.2,5,3,1,5,2,2,2,3,Medium
20,69.6,0,2,5.2,7.2,2,4,4,5,4,5,4,4,Medium
19,60.7,1,2,12.7,4.3,2,4,3,3,3,3,2,3,Medium
23,51.4,0,1,2.4,7.5,4,4,3,4,4,4,4,5,Medium
15,80.0,1,2,3.5,3.9,5,5,4,2,3,3,5,4,Medium
19,81.2,0,1,7.4,7.5,4,5,5,2,4,3,2,6,Medium
20,108.1,0,1,8.7,7.1,2,4,4,2,4,3,4,4,Medium
19,61.6,0,2,7.8,4.3,3,3,5,3,5,4,4,4,Medium
20,73.6,0,2,4.2,3.0,4,4,3,3,4,4,3,4,Medium
20,105.6,0,1,5.8,4.2,5,1,2,4,3,2,2,3,Medium
21,106.8,1,2,6.1,5.0,4,2,3,3,3,4,4,5,Medium
30,73.8,1,4,3.4,8.1,3,1,5,4,2,2,4,6,Medium
18,79.4,1,2,4.6,8.2,5,4,3,4,2,1,3,6,Medium
28,67.7,0,2,3.9,8.0,3,2,2,5,5,2,2,4,Medium
25,114.9,1,4,3.6,6.2,3,5,4,5,4,3,4,5,Medium
28,53.9,1,3,7.1,8.4,2,2,4,5,5,1,5,5,Medium
28,115.0,1,2,11.7,8.5,2,3,2,4,1,3,5,3,Medium
28,96.3,0,3,4.5,7.4,5,2,3,2,2,1,5,5,Medium
29,84.9,1,1,3.6,5.0,5,2,3,3,4,2,3,5,Medium
22,47.4,1,2,7.0,7.8,3,1,3,5,2,4,2,4,Medium
21,80.7,0,2,3.9,5.8,5,1,4,4,1,2,4,5,Medium
23,75.6,1,1,7.2,8.8,4,1,3,2,2,1,3,5,Medium
21,57.1,0,2,5.6,8.9,4,4,4,3,3,3,5,6,Low
17,94.2,1,1,7.2,6.0,2,2,3,2,4,2,2,4,Medium
17,117.8,1,2,3.2,7.9,3,5,5,2,5,5,2,5,Medium
29,87.2,1,2,9.2,3.8,3,1,5,3,2,3,4,4,Medium
22,98.6,0,2,13.0,4.4,1,5,2,4,2,4,4,2,Medium
19,50.1,0,1,10.1,7.0,3,5,2,2,1,1,4,3,Medium
18,76.3,1,1,5.4,6.9,3,4,5,2,4,3,3,5,Medium
22,53.7,1,2,11.5,5.3,5,3,4,1,3,1,1,6,Medium
29,91.0,0,4,10.1,7.5,3,2,4,3,2,2,5,5,Medium
20,115.4,1,1,6.3,7.8,4,4,3,1,2,2,4,4,Medium
16,94.6,1,2,4.1,6.1,1,2,3,3,3,4,5,3,Medium
18,50.8,0,3,4.5,6.1,5,3,3,3,3,3,3,5,Medium
26,71.6,0,1,7.2,5.6,2,3,4,1,2,3,2,5,Medium
25,86.3,0,3,11.7,6.9,3,2,2,2,3,4,3,4,Medium
18,75.2,1,2,4.4,6.4,4,3,3,3,2,3,5,5,Medium
29,107.5,1,2,9.9,3.9,4,4,2,3,3,4,4,3,Medium
20,106.1,1,2,5.9,4.8,3,2,3,3,3,5,4,3,Medium
20,90.9,1,2,4.6,4.3,2,3,3,3,4,3,3,4,Medium
15,73.0,1,2,3.7,6.7,2,1,4,1,5,3,4,5,Medium
28,64.2,1,3,13.1,5.0,4,2,4,4,3,4,3,4,Medium
22,52.9,0,3,6.6,7.3,3,2,4,3,3,4,5,5,Medium
20,71.6,1,2,8.6,7.5,3,3,2,2,1,3,5,3,Medium
17,76.0,0,3,3.2,6.1,2,4,5,1,5,2,2,5,Medium
28,95.7,1,2,5.1,5.9,4,3,3,3,1,4,2,5,Medium
23,94.4,1,2,10.5,8.0,2,4,3,4,3,3,2,4,Low
16,50.3,0,2,5.2,6.6,4,3,4,3,1,4,3,5,Medium
29,74.6,1,3,5.1,3.2,2,3,3,3,2,4,4,4,Medium
25,58.6,0,2,8.0,5.6,5,3,4,3,5,3,3,6,Medium
22,56.8,1,2,7.9,6.1,3,2,4,3,5,3,4,4,Medium
24,107.0,0,3,6.5,4.2,3,2,2,2,4,4,3,4,Medium
17,48.1,1,2,4.3,6.1,5,4,3,3,3,1,5,5,Medium
27,76.4,0,1,4.3,6.4,3,5,3,2,5,4,4,4,Medium
26,57.6,0,2,2.9,7.2,3,4,5,2,4,3,4,4,Medium
19,110.9,0,2,5.0,3.4,4,2,3,4,4,2,2,3,Medium
20,86.8,0,2,1.0,5.8,2,2,3,1,5,3,4,3,Medium
24,62.4,0,4,2.9,7.8,1,2,2,4,5,4,4,2,Medium
20,82.7,1,2,13.7,7.3,5,3,2,4,3,3,3,3,Medium
18,99.9,0,2,3.8,7.3,2,3,2,2,4,2,2,3,Medium
17,116.9,0,2,5.1,6.3,4,4,3,4,5,1,5,5,Medium
18,61.5,0,1,7.6,5.6,3,4,5,2,4,5,2,5,Medium
15,111.5,1,2,1.0,4.0,2,3,4,2,4,1,4,4,Medium
18,115.1,1,4,4.6,5.8,4,3,5,2,5,3,4,5,Medium
15,113.7,1,2,1.8,5.5,3,4,2,3,5,2,4,3,Medium
26,92.7,1,1,6.3,4.4,2,4,1,2,2,4,2,2,Medium
29,92.2,0,1,4.2,6.2,2,4,4,2,4,1,3,5,Medium
15,75.2,0,2,4.9,9.4,1,2,5,3,4,5,2,5,Medium
24,101.4,0,3,7.8,6.4,4,2,3,3,3,3,4,5,Medium
28,84.8,1,3,3.4,6.1,2,2,4,5,2,2,4,3,Medium
30,95.8,2,2,8.1,5.1,3,3,2,4,5,2,5,3,Medium
20,77.1,1,4,7.2,7.8,3,4,3,4,2,2,5,4,Medium
19,99.9,0,2,5.3,4.6,2,4,3,3,2,2,3,4,Medium
28,106.8,0,2,9.3,6.6,1,4,1,3,3,4,3,2,Medium
25,56.0,0,2,9.3,4.5,5,5,2,3,1,1,5,5,Medium
29,107.5,1,1,5.6,4.3,3,1,2,2,2,2,4,4,Medium
18,85.5,0,4,9.2,6.3,5,3,2,2,2,4,5,4,Medium
27,108.3,1,1,4.8,5.9,5,3,3,3,3,3,5,5,Medium
25,77.3,0,2,6.9,4.8,3,3,4,2,5,2,2,5,Medium
17,73.4,1,3,5.8,5.1,4,2,3,2,2,1,4,5,Medium
15,113.6,1,2,5.0,3.4,3,5,5,4,4,1,3,4,Medium
20,63.8,1,3,7.8,8.5,5,2,3,1,4,4,5,6,Medium
16,108.3,1,2,7.3,6.0,4,1,4,2,1,2,2,6,Medium
22,81.3,1,2,2.2,5.5,2,3,4,5,3,4,5,4,Medium
24,83.6,1,4,4.9,6.6,4,3,5,3,3,2,3,6,Medium
19,68.1,1,1,5.5,4.1,4,5,3,5,4,3,4,5,Medium
21,88.0,1,3,10.4,7.0,2,3,4,2,4,3,5,4,Medium
24,69.4,2,1,5.4,5.6,4,3,2,3,4,2,3,4,Medium
26,47.9,1,3,7.9,7.0,5,3,5,4,2,3,2,5,Medium
16,65.4,1,1,4.9,8.3,2,3,2,2,2,1,3,3,Medium
27,45.5,1,2,4.3,4.5,2,5,4,5,1,3,3,4,Medium
22,118.4,0,3,3.4,9.3,5,4,5,3,3,3,2,5,Low
16,117.4,0,2,2.8,5.3,3,1,2,4,3,2,1,4,Medium
18,74.6,1,3,7.3,3.6,2,3,4,2,4,3,5,4,Medium
15,99.6,1,3,4.2,7.4,4,3,2,5,4,3,5,4,Medium
29,70.9,1,3,5.4,7.2,4,2,5,3,3,3,3,5,Medium
19,95.3,0,4,9.6,5.0,3,1,1,5,4,1,3,3,Medium
23,105.4,1,2,3.5,6.7,5,4,2,4,3,3,4,4,Medium
15,116.0,1,1,7.2,7.1,5,2,2,4,2,1,4,5,Medium
23,75.0,0,1,3.5,6.5,3,4,2,2,2,2,5,4,Medium
25,103.7,1,1,5.8,8.0,5,3,4,3,1,3,4,5,Medium
29,64.9,1,1,3.1,8.0,5,2,5,3,3,3,2,7,Medium
22,119.3,0,2,3.2,8.5,1,1,5,3,2,1,4,4,Medium
20,46.9,1,1,4.0,7.1,2,4,4,3,2,2,3,5,Medium
21,90.3,1,1,5.1,8.5,1,3,3,2,4,4,3,4,Medium
17,94.5,0,1,5.2,9.2,3,2,3,3,4,2,5,4,Medium
28,96.6,0,3,4.8,5.2,2,2,4,3,4,1,2,5,Medium
29,54.0,2,2,3.6,8.6,2,5,3,2,4,3,3,4,Medium
15,115.4,0,2,4.9,4.7,5,2,4,4,3,2,2,6,Medium
19,58.6,0,3,1.1,7.4,1,2,3,3,3,2,2,4,Medium
28,91.7,0,1,6.4,6.6,3,4,2,4,4,3,3,3,Medium
26,61.7,1,4,4.5,5.2,3,5,3,4,4,3,5,4,Medium
